batchID,test1,test2,test3,test4,test5,test6,test7,test8,test9,test10,test11,test12,test13,test14,test15,test16,test17,test18,test19,test20,test21,test22,test23,test24,test25,test26,test27,test28,test29,test30
B047688,672,477,352,965,548,960,343,945,635,838,38,57,429,357,172,219,325,232,86,615,615,344,181,623,87,592,613,800,433,284
B041854,9,396,225,631,994,449,730,471,598,275,419,904,86,449,536,500,335,755,944,250,475,646,933,716,262,123,215,370,172,926
B008430,230,311,161,118,498,20,100,202,332,918,584,293,138,4,145,300,674,177,943,398,533,761,178,647,295,768,493,269,306,589
B006920,909,360,682,786,559,145,508,529,869,217,477,538,57,674,438,503,809,510,735,130,699,465,55,121,27,320,611,589,425,788
B030517,438,770,461,440,326,36,572,346,439,551,5,53,716,689,864,363,286,249,82,913,653,864,327,355,721,526,929,149,757,163
B028453,11,68,792,805,609,656,230,709,45,272,783,32,766,257,371,49,756,142,931,758,218,761,133,992,378,428,807,196,619,997
B005926,300,2,94,591,228,816,215,27,988,954,325,430,99,340,534,548,897,66,737,76,93,391,343,701,424,373,232,614,407,156
B025873,388,829,436,668,281,552,872,707,25,791,536,5,399,556,890,827,315,657,685,178,700,351,81,701,181,503,693,63,883,773
B020998,215,281,981,993,729,366,41,331,580,105,836,926,477,722,448,949,945,25,137,188,767,35,109,910,439,356,546,216,910,692
B034821,203,917,218,88,544,658,20,210,253,591,658,5,534,104,110,536,817,962,443,944,757,736,386,931,727,71,116,8,996,640
B001092,804,722,772,329,159,127,34,347,773,689,268,31,731,286,969,148,630,581,293,827,239,905,433,80,395,618,354,829,638,288
B048401,161,708,385,586,193,921,643,778,496,768,140,978,116,976,582,25,152,600,959,922,722,912,159,218,750,264,265,333,481,231
B034739,952,827,466,694,479,866,972,229,654,578,46,143,548,267,141,966,5,853,350,249,361,89,415,470,913,93,602,882,77,28
B026583,216,754,506,870,499,507,714,246,388,683,29,586,954,955,908,259,66,580,92,314,493,238,789,629,148,856,394,605,713,476
B041264,160,902,2,906,666,651,802,97,282,524,715,505,634,914,647,171,284,724,465,640,210,619,149,245,52,452,655,731,490,45
B023938,903,27,593,394,964,578,280,724,251,599,249,540,884,180,0,611,785,114,604,21,726,731,194,771,588,206,818,480,823,940
B038498,126,551,941,542,33,373,777,668,538,47,889,52,550,434,386,855,809,907,963,901,241,165,954,231,756,42,769,331,615,279
B000369,361,42,199,326,126,920,98,336,348,48,28,408,399,47,878,744,403,292,983,19,815,30,696,780,480,100,285,234,828,759
B014119,823,275,844,156,908,172,585,936,301,679,673,505,366,797,51,951,365,546,760,821,425,884,108,8,123,606,328,285,554,996
B012202,839,82,979,672,805,270,480,42,350,130,312,662,66,95,45,522,214,992,523,808,453,361,761,224,207,403,788,96,53,623
B002571,366,240,286,995,812,607,716,804,258,69,196,961,679,651,758,553,389,683,477,970,456,936,965,879,462,296,663,157,497,48
B005659,114,306,956,522,570,707,755,215,558,706,517,331,60,844,417,316,245,682,694,541,758,199,544,357,360,550,575,60,315,417
B025375,233,477,561,896,548,918,936,334,813,512,90,553,225,665,401,149,845,553,583,33,81,388,697,465,86,213,568,510,384,462
B025074,633,763,108,363,171,627,925,169,962,359,155,836,977,561,178,166,880,481,772,775,666,894,436,264,375,585,402,677,861,588
B023256,517,549,601,225,931,238,39,311,562,208,391,834,506,826,624,73,903,561,956,904,437,171,539,751,335,238,757,611,286,606
B008243,428,351,157,473,133,492,68,949,493,87,317,61,20,654,591,18,44,570,140,581,549,653,461,354,303,574,120,595,484,397
B037282,405,224,902,109,245,812,796,817,44,577,397,124,8,596,586,918,9,872,616,892,343,95,230,395,326,586,848,576,6,533
B036617,693,59,799,176,314,516,284,416,690,757,202,26,60,627,560,747,928,290,737,575,349,160,717,421,259,593,758,837,720,563
B017340,352,94,69,236,948,97,505,640,449,221,926,717,610,656,238,492,882,907,810,677,548,880,55,545,64,67,50,488,632,820
B035099,849,831,334,151,615,642,505,714,837,212,581,113,373,591,236,180,635,539,791,953,437,75,337,982,691,795,800,731,35,53
B032562,477,957,442,592,244,434,911,633,886,43,20,926,883,272,837,8,258,914,562,422,900,939,493,229,541,482,939,842,654,637
B028679,30,558,257,414,693,472,622,624,959,897,620,667,140,360,509,958,671,556,712,299,133,540,884,3,701,94,441,379,668,324
B015113,597,859,406,947,586,578,876,614,104,863,201,139,150,137,912,989,86,616,981,931,617,838,657,210,321,786,12,965,45,154
B009803,248,494,343,5,844,20,589,362,782,451,887,732,765,721,6,798,93,783,820,750,702,265,271,136,77,533,525,913,565,966
B025097,516,829,661,248,40,101,435,909,514,493,707,379,386,903,617,552,668,952,607,239,417,686,441,845,467,873,48,955,466,59
B027679,398,808,626,242,579,103,293,547,266,473,587,122,758,62,737,291,386,621,652,102,648,184,198,258,19,5,447,28,671,693
B010958,999,655,918,50,832,162,726,353,85,827,156,2,304,769,513,510,39,455,771,519,660,713,363,529,833,79,364,262,688,353
B029622,143,450,587,620,841,304,473,303,998,244,27,681,875,710,0,859,605,270,348,147,231,224,883,761,987,455,627,216,785,146
B044101,669,275,101,75,27,891,281,461,110,766,225,863,612,38,49,120,707,903,762,578,317,918,842,975,157,759,12,57,329,711
B008681,524,304,811,139,524,333,87,850,305,92,328,225,322,624,350,921,446,941,711,647,254,31,955,502,52,516,950,184,896,605
B018995,165,420,130,941,955,632,33,876,295,420,510,975,404,359,530,279,172,608,736,527,53,79,760,934,600,176,48,842,983,896
B042214,465,401,395,803,555,79,117,412,904,587,36,576,784,476,771,889,791,550,723,433,765,806,954,893,201,141,267,966,363,801
B025109,969,640,68,563,504,764,917,837,790,848,562,626,620,713,42,112,740,293,171,896,804,549,195,323,736,819,829,158,454,514
B027108,565,997,252,140,371,726,92,200,395,577,898,819,32,384,553,294,790,869,342,958,509,792,591,11,434,479,540,990,137,297
B017127,377,770,721,581,635,0,916,948,272,982,55,377,642,424,23,67,49,11,310,474,363,369,529,910,95,630,807,110,774,320
B045344,521,243,642,54,833,682,458,415,305,414,599,730,400,505,872,439,18,616,324,356,404,764,716,511,87,711,911,31,806,88
B015235,949,425,335,894,877,528,408,950,263,758,5,364,587,575,189,562,701,30,909,106,902,733,450,170,532,590,617,298,784,287
B014609,526,477,85,494,985,800,882,703,297,622,967,826,18,703,573,985,90,154,471,946,98,320,291,415,210,340,982,768,541,725
B034935,823,709,126,625,628,243,841,263,619,20,884,303,289,559,759,315,668,412,496,441,232,95,504,388,434,405,266,71,972,80
B040594,840,923,445,334,92,545,386,813,621,450,589,699,718,515,408,200,310,441,69,58,40,349,4,488,590,481,783,980,409,451
B035891,480,981,687,272,788,564,978,104,348,954,259,995,683,875,600,849,704,140,120,42,498,112,364,870,38,117,830,743,397,733
B006491,595,739,30,502,613,237,43,122,555,802,953,269,844,709,62,436,117,979,100,311,602,701,730,728,728,338,6,74,382,319
B002048,422,303,780,14,565,833,23,185,628,417,752,161,332,825,722,742,74,170,398,505,910,114,583,773,971,31,145,842,285,246
B015082,791,435,933,489,223,717,967,700,754,905,948,792,439,101,859,816,160,763,509,820,127,927,285,944,353,720,265,607,314,388
B021844,902,571,57,755,523,121,2,514,648,566,724,145,897,502,758,120,312,422,289,541,741,2,524,364,522,24,131,464,732,10
B000809,500,830,492,167,351,623,475,620,8,293,625,387,806,580,717,671,332,691,924,634,717,951,777,185,834,94,306,468,551,159
B036530,305,681,883,445,224,231,75,186,345,572,988,78,966,563,193,713,910,455,131,665,190,515,934,519,350,55,152,909,693,223
B008361,856,677,645,479,339,691,9,777,341,861,882,219,952,802,320,792,470,687,749,6,193,548,518,273,988,704,828,31,620,361
B027865,368,716,856,179,653,106,196,355,123,705,771,788,464,468,381,34,489,53,600,79,295,997,588,388,195,737,313,155,242,523
B039427,378,299,444,69,373,617,759,245,356,368,739,23,130,846,789,832,339,265,283,936,760,150,436,21,487,432,226,548,387,512
B006607,467,917,515,262,124,8,498,47,564,124,680,764,46,255,872,269,225,968,656,668,578,971,451,705,663,28,472,491,226,352
B024046,221,449,919,996,120,649,30,168,756,685,215,803,457,715,80,326,232,177,958,618,878,192,121,108,37,493,349,433,495,182
B029207,39,94,384,890,513,90,563,27,236,363,695,862,11,181,128,688,718,8,984,759,569,998,603,686,132,377,312,419,952,563
B036702,800,133,724,276,930,783,586,283,5,570,623,309,778,961,605,768,329,971,267,210,942,506,389,145,910,495,513,427,551,900
B017279,450,582,310,684,98,970,164,0,805,561,209,708,648,462,355,330,870,226,909,309,552,737,213,609,957,604,623,938,919,407
B019532,485,858,198,491,813,277,746,756,124,629,17,49,961,557,91,708,420,567,555,825,334,676,796,973,757,718,564,795,773,502
B030467,444,943,499,916,135,558,337,157,147,568,899,259,385,886,928,145,442,863,875,179,282,752,581,508,339,5,81,105,826,179
B009849,295,6,117,561,355,558,246,564,866,754,534,19,846,913,60,30,263,489,977,492,735,26,807,512,936,932,116,535,710,409
B015601,257,321,355,104,503,176,865,764,877,909,874,567,645,366,782,799,62,405,914,535,744,678,328,63,618,139,567,518,897,896
B048149,294,766,973,98,410,814,93,22,722,771,415,576,645,196,138,92,281,778,548,665,582,9,86,38,252,352,386,762,223,794
B047815,749,685,71,170,872,602,972,824,468,691,83,220,596,147,117,284,780,675,742,396,72,759,87,971,291,996,410,126,878,961
B007383,60,552,805,618,43,645,133,239,824,702,763,772,237,979,132,580,855,672,244,146,859,560,980,926,490,355,624,225,812,333
B012764,628,221,226,317,793,115,144,950,193,265,670,344,5,561,920,252,214,538,463,301,26,630,474,400,830,137,249,566,761,759
B000066,873,225,197,770,830,648,448,501,905,36,800,61,795,601,962,814,105,515,190,522,675,543,449,693,680,801,617,703,805,985
B026256,173,319,826,621,432,732,733,532,727,47,247,241,744,743,716,75,263,395,556,300,177,552,20,645,45,356,862,812,884,388
B014033,564,415,884,273,304,420,991,128,674,593,837,154,443,945,996,389,968,866,541,387,671,857,402,367,689,390,389,359,8,759
B031029,679,110,980,346,870,900,388,549,10,102,41,109,226,831,690,97,494,829,871,712,141,905,223,857,683,568,985,293,227,212
B001726,490,216,945,687,927,874,117,538,814,527,83,132,331,468,81,293,374,724,945,639,246,722,187,312,208,150,776,474,302,99
B019579,90,159,338,948,464,209,618,720,478,589,667,638,128,839,716,297,825,933,826,974,580,473,135,320,561,178,873,488,490,642
B044426,653,948,447,506,208,65,325,265,636,6,154,559,388,458,585,469,304,723,109,959,654,580,682,770,768,409,541,144,483,89
B026225,897,174,363,674,206,268,776,595,882,741,849,213,893,868,979,611,693,559,63,717,215,376,331,522,107,872,901,27,424,802
B012717,816,338,397,433,189,136,83,257,613,231,352,312,351,124,169,723,574,657,364,23,269,158,103,545,911,643,850,144,811,885
B038630,820,590,676,163,948,767,641,145,887,481,824,495,106,900,606,792,3,540,476,826,733,684,41,501,708,179,279,582,802,703
B032830,183,15,404,203,691,666,980,26,513,877,548,508,532,25,365,841,209,422,401,882,502,757,988,543,748,303,764,69,100,469
B036432,5,448,443,228,398,977,715,230,763,226,78,22,992,105,83,802,663,895,243,921,228,292,485,518,882,269,569,880,648,452
B012817,741,78,999,427,89,393,52,652,545,958,919,292,158,841,760,495,466,642,969,385,190,274,949,255,377,603,30,515,190,465
B047520,809,179,452,523,765,545,672,801,213,835,353,549,830,451,152,980,873,857,821,13,268,662,70,583,621,803,728,992,126,390
B017480,803,50,564,854,69,343,817,34,869,795,231,802,187,471,470,989,270,408,593,147,733,896,57,845,495,507,682,613,269,990
B049913,282,485,10,283,186,105,768,357,807,952,8,128,197,269,741,665,199,514,275,319,869,767,974,431,256,349,342,918,503,658
B036367,757,310,68,91,176,719,178,638,490,963,494,2,841,411,477,700,576,105,843,918,354,926,487,89,670,596,94,921,10,804
B005162,704,539,597,360,211,773,950,872,641,324,166,964,611,985,728,727,122,184,858,822,686,680,852,693,46,314,236,749,525,410
B000428,52,864,831,132,912,609,898,225,232,738,51,417,170,925,716,319,794,391,417,573,586,602,537,898,331,970,694,171,698,995
B010129,71,682,382,411,739,924,164,339,717,713,784,302,855,123,250,602,371,222,972,179,998,40,252,846,252,923,76,83,857,349
B031786,604,193,933,864,335,812,223,780,602,215,18,164,904,87,206,250,126,246,0,772,679,266,400,821,39,769,461,483,330,675
B026739,821,911,709,3,368,31,714,730,110,366,424,446,232,396,366,261,748,266,266,640,303,34,907,523,244,567,238,87,802,421
B028971,428,217,747,713,738,167,508,549,766,124,470,301,606,781,551,419,371,120,714,473,7,798,21,360,397,842,2,773,322,584
B043493,492,838,432,549,948,107,476,737,778,218,266,111,959,185,946,276,638,593,277,454,488,361,139,33,104,321,215,516,781,370
B023895,0,577,129,559,204,507,892,86,66,846,338,665,585,549,591,163,801,671,239,359,866,869,760,305,904,542,870,681,879,366
B002497,672,265,233,290,137,876,119,422,717,410,195,945,157,835,744,594,185,588,721,939,244,129,993,307,60,574,824,602,114,113
B019800,677,65,956,226,695,434,157,870,256,231,49,64,286,977,844,648,651,811,201,755,394,295,322,697,845,888,340,849,814,425
B030540,627,368,564,8,490,509,182,314,673,27,587,431,126,729,605,600,789,884,306,637,946,493,870,323,194,738,53,955,343,346
B049394,532,891,582,243,176,855,872,573,119,733,265,501,152,793,880,772,564,619,948,582,782,576,377,974,886,228,961,835,75,147
B018076,594,274,417,535,651,457,657,540,712,532,558,346,338,88,191,443,813,436,644,273,573,786,109,791,554,555,742,504,400,545
B000918,380,276,503,347,272,962,361,208,821,8,513,482,116,580,610,282,48,997,276,467,167,761,319,522,415,454,245,739,582,780
B048031,755,792,261,152,324,997,960,142,956,584,791,594,914,125,644,241,2,833,474,533,616,799,456,431,528,517,404,658,363,889
B017053,385,536,267,445,284,589,86,726,170,394,195,785,188,10,513,777,964,35,14,436,308,939,174,440,520,154,542,950,741,354
B020829,840,419,87,35,2,885,467,78,811,753,696,361,306,633,648,286,668,40,298,614,638,186,810,513,5,223,725,266,788,4
B009411,814,496,153,94,681,759,583,57,239,242,58,653,27,669,659,795,571,117,221,191,801,357,633,555,952,305,951,203,8,211
B008146,881,25,166,726,969,99,451,891,711,564,354,938,71,146,90,611,442,105,649,986,851,594,600,342,899,907,336,234,744,340
B007689,106,609,241,867,502,181,272,386,738,457,280,100,154,212,701,709,833,943,4,401,768,535,348,960,592,918,141,397,16,580
B016238,214,168,590,535,816,34,491,403,124,88,954,959,815,59,291,853,111,129,172,20,379,66,561,91,68,625,50,95,46,897
B003997,169,619,473,740,698,915,583,367,371,539,530,489,953,787,623,506,132,245,784,446,674,873,441,85,239,641,575,779,75,685
B025614,828,927,160,506,813,986,920,558,348,147,824,458,679,323,641,583,743,430,532,394,751,139,753,889,898,483,360,80,568,804
B026048,529,18,142,39,902,811,573,537,738,216,850,771,4,912,356,273,232,983,195,539,782,608,722,32,979,798,820,285,120,689
B036676,475,146,136,268,521,733,919,754,676,159,706,833,703,541,43,565,296,964,833,431,453,565,411,937,594,388,14,608,465,25
B008068,486,947,205,736,123,531,448,730,384,641,223,134,343,516,805,307,598,688,843,828,485,898,463,409,39,664,17,425,379,750
B001250,550,923,734,285,599,812,865,988,774,426,763,62,89,7,429,851,19,871,78,832,660,483,560,25,175,829,31,754,58,95
B029238,354,8,451,589,31,248,577,934,475,553,731,250,295,642,886,410,677,857,970,531,274,52,644,630,817,629,284,239,138,734
B046859,991,41,149,329,133,246,813,867,575,428,891,743,472,738,50,297,428,998,221,205,736,862,278,177,300,662,95,588,975,454
B042507,451,915,231,424,472,755,709,331,994,482,804,941,945,144,938,327,341,905,225,891,478,715,939,956,603,282,890,243,328,330
B026316,842,124,323,182,706,195,596,183,88,640,601,951,815,502,972,91,630,833,569,600,516,307,915,594,577,45,135,490,312,913
B038242,138,68,924,386,505,651,592,786,575,612,65,859,718,583,509,183,922,476,188,516,562,550,65,936,498,401,137,429,808,225
B036461,116,967,865,83,443,242,292,606,872,779,807,530,215,897,843,416,408,898,100,845,40,991,430,802,744,698,702,899,305,5
B002085,159,670,114,33,223,659,43,307,897,795,650,978,603,14,895,376,669,173,70,329,158,630,299,674,337,947,222,142,665,90
B010044,144,848,487,801,637,602,975,864,696,251,660,165,842,79,438,864,488,79,463,970,265,166,224,447,151,660,859,586,329,223
B021824,921,408,392,771,427,574,224,761,395,21,798,215,957,877,904,808,772,822,598,856,889,441,762,430,501,555,61,375,583,500
B012168,612,443,458,298,496,494,113,286,369,341,615,569,727,348,826,878,25,12,788,912,619,120,493,196,231,895,354,695,927,533
B043645,934,471,93,616,544,61,495,207,717,247,465,280,877,631,465,255,938,83,977,951,567,137,910,390,738,629,541,659,125,281
B029938,50,696,105,0,109,846,45,99,429,393,456,382,198,370,998,913,604,345,217,307,275,773,750,323,279,717,370,580,336,182
B027777,296,920,140,100,723,799,759,388,913,356,789,100,505,696,821,191,140,283,17,962,645,321,522,729,972,298,778,166,718,461
B027569,466,559,41,700,26,781,839,236,411,707,687,666,922,302,263,99,145,26,423,913,409,480,413,712,42,28,62,670,55,19
B027355,728,518,889,293,139,911,110,781,309,131,916,865,252,187,39,463,864,205,138,221,26,327,552,448,522,948,197,983,114,502
B029200,980,917,872,869,137,307,344,109,528,189,790,449,412,515,593,394,62,447,41,552,685,278,895,311,654,132,143,958,303,295
B040272,785,277,726,965,321,347,210,133,989,279,11,437,9,698,976,125,509,809,142,366,857,122,496,242,381,71,834,515,243,610
B038158,648,450,305,779,199,9,337,915,608,485,103,51,61,794,377,977,5,358,922,398,347,789,164,479,11,63,961,285,328,991
B037272,852,940,101,748,831,535,646,593,303,472,46,453,233,400,701,65,886,692,261,783,417,800,219,452,633,760,258,793,481,298
B043877,832,853,337,859,969,281,949,208,62,332,438,428,773,821,558,869,648,909,970,644,104,912,557,91,765,568,965,986,905,705
B021774,215,734,829,721,215,732,89,321,145,719,189,962,702,249,853,40,118,80,448,447,408,354,812,685,71,799,112,30,361,863
B030221,823,908,157,61,332,731,898,953,812,148,845,404,519,852,675,109,323,73,537,478,959,32,242,658,511,261,835,338,676,631
B008994,515,294,678,441,299,379,887,117,510,225,830,556,792,993,824,167,155,401,711,546,359,313,910,808,823,260,627,825,414,734
B029844,762,806,582,733,77,385,128,164,869,8,982,442,323,250,30,789,680,887,250,84,888,125,263,289,195,822,114,561,50,527
B027906,176,217,784,903,869,795,558,439,806,714,970,207,596,177,384,585,897,229,270,351,855,917,642,575,261,754,839,722,639,302
B049664,509,864,285,790,626,712,384,279,402,295,70,492,371,381,721,792,602,376,421,853,379,439,587,650,847,898,54,781,625,532
B032151,706,716,968,834,626,886,741,614,264,214,92,267,773,352,876,674,354,571,972,841,559,855,334,322,536,325,980,301,365,935
B011614,5,199,21,311,179,514,966,152,758,857,122,328,658,269,308,987,205,739,824,218,209,609,632,340,600,134,718,9,772,466
B030511,694,926,936,85,685,884,924,6,564,686,945,574,832,552,70,16,472,242,742,203,902,920,159,311,709,126,330,223,622,203
B032586,566,536,753,186,991,991,688,774,530,8,201,307,370,280,356,113,1,194,125,614,987,593,763,32,126,892,269,614,973,783
B041950,781,456,172,658,225,931,250,114,347,870,7,243,413,721,391,491,877,761,422,755,298,476,856,612,326,934,611,512,754,628
B043488,701,908,115,450,303,114,178,232,397,954,423,952,467,520,739,482,105,134,418,889,612,378,337,388,18,68,308,61,672,475
B008203,956,524,372,180,0,365,775,413,772,754,754,289,392,559,384,772,97,304,812,289,602,259,329,713,315,11,494,465,984,572
B029648,597,855,860,858,610,13,246,112,319,224,169,428,301,50,231,965,610,256,753,334,35,702,760,392,764,999,191,212,102,783
B041421,510,729,5,769,197,193,91,881,837,105,286,279,149,317,748,455,701,358,13,604,504,472,763,30,118,628,113,49,332,858
B023964,780,638,46,938,527,281,42,679,841,196,880,979,301,318,276,379,463,905,528,473,600,329,370,822,379,724,511,318,553,198
B030109,476,524,67,611,672,953,32,263,355,713,365,503,239,410,890,751,8,765,171,54,670,800,276,519,953,592,109,938,804,174
B035522,414,534,52,695,673,585,564,734,971,933,846,369,788,454,60,911,315,96,492,862,770,529,428,441,320,396,520,819,672,39
B047767,356,59,12,977,997,909,229,827,709,322,524,573,792,439,3,362,201,235,883,996,563,921,832,344,652,226,78,254,462,667
B016156,450,731,110,55,199,929,750,450,410,873,448,638,294,71,84,757,409,82,931,632,326,234,91,432,876,471,803,834,284,914
B000452,114,318,854,819,546,535,72,224,146,869,718,413,741,519,807,546,504,120,767,665,323,436,521,596,351,979,126,399,928,480
B021492,768,677,541,132,207,645,870,340,681,375,328,973,194,161,125,417,301,257,57,957,68,480,804,689,38,657,730,170,105,653
B008370,738,599,817,870,537,841,569,627,15,580,990,753,962,710,348,759,331,683,906,662,519,588,146,87,315,778,694,535,695,329
B014344,234,105,751,169,726,706,566,111,352,140,99,585,918,208,207,296,719,169,909,160,44,549,563,130,673,3,524,229,945,844
B020053,611,326,825,55,462,256,554,297,552,14,979,879,650,336,102,938,808,508,879,552,982,720,227,454,850,948,646,151,338,529
B008990,241,60,317,542,393,301,346,372,61,902,190,612,748,395,563,515,614,799,688,148,638,370,387,49,748,5,841,862,683,533
B022755,595,800,226,194,877,715,434,696,672,320,801,93,44,848,473,711,531,226,982,635,662,805,413,536,451,570,949,308,157,43
B046886,136,368,698,917,335,602,579,345,354,784,539,34,69,162,422,509,728,637,933,692,654,229,573,977,158,825,362,617,294,769
B042960,6,566,798,655,169,143,870,859,791,350,730,138,775,990,813,789,547,948,799,917,332,296,24,622,74,653,356,475,556,615
B045494,807,950,252,550,126,468,328,604,332,436,374,33,814,155,491,219,483,554,335,235,540,664,320,63,693,439,30,574,910,612
B004229,251,189,930,14,379,382,269,666,546,163,849,356,893,308,78,841,470,325,458,18,86,640,993,730,933,494,665,749,3,60
B034692,168,929,108,829,411,513,202,255,537,624,412,678,801,556,279,891,276,93,134,45,720,15,81,416,584,99,416,934,910,1
B045070,951,114,576,167,203,200,287,536,102,97,219,129,692,246,620,406,324,399,507,47,279,960,543,782,79,793,391,727,622,83
B037813,166,373,840,341,663,38,488,317,550,998,803,438,537,983,817,714,388,588,602,920,247,991,178,378,886,504,896,827,566,124
B005670,744,607,867,882,49,953,781,658,191,232,34,41,424,368,790,211,444,798,862,784,311,130,548,415,416,334,422,540,503,181
B008593,388,3,731,325,632,604,352,410,128,226,984,947,218,95,114,539,290,106,606,154,435,900,209,657,565,995,898,567,915,123
B019919,843,193,271,631,769,856,614,931,325,121,904,402,723,760,298,196,516,910,25,41,951,964,72,22,293,591,560,200,837,522
B003403,816,488,195,725,622,3,103,513,465,684,440,653,421,979,85,312,291,950,430,336,478,615,307,207,267,45,889,826,588,156
B013039,922,598,86,167,711,371,478,958,528,881,947,950,717,867,730,801,212,910,215,224,727,797,487,930,392,512,40,930,301,203
B024455,303,216,354,433,682,685,182,128,682,561,683,378,752,795,6,132,6,497,417,514,177,995,656,813,903,549,533,986,742,372
B017186,81,113,724,129,604,858,453,298,252,816,584,96,273,92,59,988,702,235,75,115,304,722,706,22,799,732,740,543,355,66
B047264,619,755,143,348,710,971,697,432,25,737,180,199,60,338,970,365,806,454,991,943,421,38,741,388,965,466,743,306,154,557
B012866,789,221,642,674,286,758,238,115,832,440,146,599,246,373,820,345,980,38,441,285,718,773,707,947,477,198,17,832,310,445
B027684,278,842,924,117,440,999,26,291,989,131,474,716,426,567,869,981,527,573,935,954,376,296,57,693,513,470,777,669,969,982
B024530,828,57,357,490,632,496,74,940,797,501,314,698,862,94,346,466,982,520,30,132,755,385,337,182,771,77,37,209,872,650
B040286,114,54,60,527,538,933,797,494,48,246,169,221,246,364,309,133,615,789,787,916,638,452,491,599,829,660,372,498,399,757
B018835,592,320,260,865,66,951,470,141,786,266,773,692,822,212,904,230,934,129,248,235,959,750,672,287,366,15,94,15,385,120
B021062,782,351,306,752,282,416,660,728,200,131,973,931,287,577,252,690,423,649,172,926,228,757,903,581,17,983,511,55,704,539
B007141,97,999,219,212,788,149,757,605,844,651,653,114,833,201,770,154,570,771,455,363,253,871,304,122,603,498,896,249,883,637
B034500,594,712,903,160,218,769,370,948,37,811,417,442,370,67,185,666,321,781,7,763,419,109,269,295,150,195,884,559,199,566
B049003,101,954,921,164,420,141,34,212,454,830,264,182,763,697,22,365,846,737,446,154,552,373,63,87,114,731,570,722,71,672
B046938,287,420,858,993,244,156,682,305,717,860,830,751,972,637,409,354,579,331,269,490,219,318,559,630,906,210,668,809,128,705
B024091,441,134,90,494,968,558,218,572,989,261,480,687,819,206,258,484,504,812,460,298,242,242,421,975,76,546,913,95,77,3
B036857,805,859,926,6,574,127,37,856,402,13,447,846,580,444,48,208,209,584,97,994,34,781,891,491,952,885,139,886,420,997
B030585,905,625,804,311,511,485,562,406,894,149,437,545,648,170,537,56,915,913,305,974,573,815,78,722,867,628,369,799,763,991
B039781,873,721,212,7,789,977,8,336,327,108,340,946,673,337,67,41,805,118,937,84,520,332,180,168,733,61,328,840,534,106
B002324,467,302,673,506,507,210,333,442,370,944,766,611,717,383,948,169,307,580,695,661,643,216,200,532,648,708,139,718,285,943
B041243,718,998,238,438,248,10,693,481,985,553,533,869,980,319,847,884,450,594,370,941,512,479,731,378,907,345,376,723,673,396
B034445,381,741,376,906,441,435,463,378,963,699,311,861,111,592,625,748,92,852,985,255,123,127,637,242,756,585,102,254,455,445
B002972,558,511,975,860,485,838,602,161,576,909,34,384,123,625,35,8,376,69,898,509,608,146,567,592,941,613,817,764,374,215
B008426,610,588,554,672,320,457,111,356,628,989,992,803,225,192,160,578,971,838,45,61,783,175,801,588,971,104,11,738,305,543
B018501,883,765,467,601,833,353,717,139,927,180,670,108,205,309,409,529,649,59,456,87,651,211,2,925,686,865,713,48,439,320
B011195,78,407,715,137,294,342,826,919,927,330,600,396,438,778,55,518,651,417,895,955,160,12,555,474,125,647,181,913,56,268
B049717,470,134,854,746,946,433,1,977,630,635,267,681,495,451,291,387,80,509,88,764,533,222,846,909,750,264,78,296,712,134
B026967,173,450,924,772,291,238,13,388,311,516,291,735,602,42,636,51,599,168,702,787,208,391,105,1,935,298,84,379,522,625
B007255,968,58,830,307,386,802,758,146,770,841,432,1,841,121,269,928,719,735,127,384,61,135,404,827,328,716,234,405,91,476
B017864,534,76,248,963,243,771,103,486,927,312,53,685,166,878,903,870,160,988,831,719,297,515,71,104,118,462,85,353,643,122
B004240,240,447,935,36,749,832,835,275,715,448,775,497,503,529,227,873,190,381,664,0,239,482,684,594,495,178,270,168,660,500
B020589,149,581,211,582,952,68,313,53,305,867,131,177,331,570,686,87,239,869,390,262,815,152,734,136,74,490,392,650,26,295
B022103,677,547,710,469,772,994,515,567,812,981,11,796,256,503,765,448,674,728,679,315,160,323,683,677,558,815,177,338,160,484
B009005,536,734,677,381,89,110,573,666,518,557,364,14,16,366,940,51,29,843,205,279,621,745,469,840,483,581,594,12,608,495
B017160,554,882,427,141,749,639,989,77,833,546,251,116,35,835,148,772,36,417,691,67,850,308,972,52,895,333,746,193,951,17
B030349,655,230,786,234,942,880,192,354,145,458,383,911,858,467,260,479,253,847,381,387,711,451,529,447,580,633,558,121,55,897
B044242,695,930,698,414,945,548,446,652,896,255,415,15,951,768,717,787,370,534,495,392,625,593,491,379,328,972,271,260,46,197
B043911,395,930,648,27,88,840,647,885,287,827,929,443,244,137,459,802,133,353,337,748,412,249,805,759,649,893,378,328,715,318
B047039,746,112,179,267,151,950,410,434,663,154,700,203,222,870,597,652,237,625,924,184,56,363,198,356,910,992,60,385,264,487
B032748,317,214,116,999,915,487,289,678,221,858,337,128,773,31,539,237,261,479,745,24,529,51,653,499,386,877,782,885,930,925
B036834,752,530,624,124,819,297,885,834,580,678,263,744,71,77,722,973,178,543,886,275,930,178,328,0,985,888,550,432,940,118
B032488,378,139,699,379,416,870,711,964,59,435,629,599,884,812,315,641,750,512,820,193,875,570,953,166,361,683,302,572,966,198
B039162,129,582,867,46,445,969,989,815,487,11,237,827,886,523,687,256,786,794,951,658,87,805,277,751,452,325,158,713,721,683
