serial_nbr,batchID
S000B039484,B039484
S007B050353,B050353
S003B048838,B048838
S009B022872,B022872
S005B022599,B022599
S005B046055,B046055
S005B031923,B031923
S007B015298,B015298
S002B030063,B030063
S006B012893,B012893
S001B031786,B031786
S009B027317,B027317
S003B018344,B018344
S001B001498,B001498
S007B025006,B025006
S009B012956,B012956
S005B010697,B010697
S005B021834,B021834
S000B048585,B048585
S000B038076,B038076
S003B004597,B004597
S008B037988,B037988
S005B033655,B033655
S009B007446,B007446
S007B031765,B031765
S001B004023,B004023
S001B021273,B021273
S009B016547,B016547
S009B006920,B006920
S001B027172,B027172
S007B044629,B044629
S008B018989,B018989
S003B028400,B028400
S000B046537,B046537
S007B009180,B009180
S006B037388,B037388
S000B038650,B038650
S000B016750,B016750
S001B030544,B030544
S003B027570,B027570
S009B011316,B011316
S008B017794,B017794
S008B007882,B007882
S000B023840,B023840
S005B037995,B037995
S004B014909,B014909
S000B023779,B023779
S008B024046,B024046
S009B037809,B037809
S000B043702,B043702
S005B035782,B035782
S007B032414,B032414
S003B029844,B029844
S007B012805,B012805
S004B004296,B004296
S006B006283,B006283
S005B031995,B031995
S005B016647,B016647
S008B030324,B030324
S005B042681,B042681
S005B005408,B005408
S009B047055,B047055
S004B022323,B022323
S007B027627,B027627
S008B017973,B017973
S009B038342,B038342
S007B050059,B050059
S008B019021,B019021
S000B046237,B046237
S000B042319,B042319
S003B035148,B035148
S007B047533,B047533
S005B040456,B040456
S009B023905,B023905
S006B038688,B038688
S000B017794,B017794
S004B007722,B007722
S004B013529,B013529
S001B000197,B000197
S009B029844,B029844
S008B010026,B010026
S008B026539,B026539
S006B025221,B025221
S004B027279,B027279
S000B019544,B019544
S002B043979,B043979
S008B034876,B034876
S004B017758,B017758
S001B035734,B035734
S006B044204,B044204
S001B031130,B031130
S005B036028,B036028
S009B043504,B043504
S007B045831,B045831
S008B037135,B037135
S007B042284,B042284
S004B037337,B037337
S006B039752,B039752
S002B020542,B020542
S006B009010,B009010
S007B024990,B024990
S009B040716,B040716
S000B005817,B005817
S002B008339,B008339
S001B015315,B015315
S003B042844,B042844
S005B013701,B013701
S005B000001,B000001
S000B027865,B027865
S001B042610,B042610
S008B004652,B004652
S002B005069,B005069
S004B002883,B002883
S000B007948,B007948
S009B016189,B016189
S004B025636,B025636
S008B047219,B047219
S007B050024,B050024
S000B037806,B037806
S003B046078,B046078
S001B021782,B021782
S001B012980,B012980
S006B024274,B024274
S001B009249,B009249
S000B024504,B024504
S001B031022,B031022
S006B043504,B043504
S009B047375,B047375
S005B018635,B018635
S005B040778,B040778
S003B005226,B005226
S004B042681,B042681
S005B017784,B017784
S004B013887,B013887
S007B021174,B021174
S006B037287,B037287
S003B007770,B007770
S004B038685,B038685
S008B000444,B000444
S002B035675,B035675
S003B031833,B031833
S006B000799,B000799
S005B005670,B005670
S006B048935,B048935
S008B022872,B022872
S005B014344,B014344
S004B001098,B001098
S005B021366,B021366
S006B038603,B038603
S007B020480,B020480
S007B016050,B016050
S003B038125,B038125
S006B005658,B005658
S007B039759,B039759
S003B008955,B008955
S004B005782,B005782
S007B045132,B045132
S008B031497,B031497
S000B049775,B049775
S009B017651,B017651
S007B044334,B044334
S004B042653,B042653
S000B031833,B031833
S001B027002,B027002
S008B007143,B007143
S000B022314,B022314
S008B046415,B046415
S009B045190,B045190
S006B050146,B050146
S000B014868,B014868
S005B009574,B009574
S000B033593,B033593
S005B007597,B007597
S007B006611,B006611
S008B007653,B007653
S006B007724,B007724
S009B032802,B032802
S009B015779,B015779
S004B015521,B015521
S007B008068,B008068
S007B015488,B015488
S002B007416,B007416
S006B022375,B022375
S001B050202,B050202
S001B004509,B004509
S005B047281,B047281
S005B044922,B044922
S009B044016,B044016
S004B014587,B014587
S009B042442,B042442
S002B019436,B019436
S007B021002,B021002
S004B037156,B037156
S007B016189,B016189
S001B003623,B003623
S006B039545,B039545
S003B043543,B043543
S003B028774,B028774
S006B040379,B040379
S000B045831,B045831
S008B047547,B047547
S008B031747,B031747
S006B026350,B026350
S005B010012,B010012
S004B010160,B010160
S007B025297,B025297
S007B026123,B026123
S000B038203,B038203
S009B025844,B025844
S002B049136,B049136
S007B015569,B015569
S006B001071,B001071
S008B035027,B035027
S006B014286,B014286
S009B031765,B031765
S006B003810,B003810
S009B018556,B018556
S001B002585,B002585
S002B049272,B049272
S008B021427,B021427
S001B040410,B040410
S001B030523,B030523
S000B002400,B002400
S003B042568,B042568
S002B011544,B011544
S008B029681,B029681
S000B043711,B043711
S005B029666,B029666
S004B040955,B040955
S005B007109,B007109
S000B007255,B007255
S002B008949,B008949
S002B006726,B006726
S002B019457,B019457
S000B046280,B046280
S006B036116,B036116
S004B020611,B020611
S002B002128,B002128
S006B049113,B049113
S001B014211,B014211
S008B032414,B032414
S002B040058,B040058
S003B003161,B003161
S009B039903,B039903
S008B043488,B043488
S007B005408,B005408
S009B049290,B049290
S004B005030,B005030
S008B047477,B047477
S007B018161,B018161
S008B041212,B041212
S004B002131,B002131
S006B016966,B016966
S009B039533,B039533
S009B010686,B010686
S009B012557,B012557
S001B027732,B027732
S002B000001,B000001
S001B029388,B029388
S009B042844,B042844
S007B017439,B017439
S001B034830,B034830
S002B035852,B035852
S004B030822,B030822
S003B039903,B039903
S005B018266,B018266
S009B039570,B039570
S007B019928,B019928
S003B037734,B037734
S002B017784,B017784
S000B022350,B022350
S003B030474,B030474
S005B033626,B033626
S006B035148,B035148
S005B019397,B019397
S003B011717,B011717
S002B009262,B009262
S008B015383,B015383
S004B021613,B021613
S003B044758,B044758
S000B027812,B027812
S000B033571,B033571
S000B026235,B026235
S007B006049,B006049
S002B017967,B017967
S002B047762,B047762
S005B004927,B004927
S002B007446,B007446
S000B010531,B010531
S001B016503,B016503
S008B024172,B024172
S002B048907,B048907
S007B030039,B030039
S006B016574,B016574
S004B019316,B019316
S002B041487,B041487
S008B047006,B047006
S001B019471,B019471
S003B022257,B022257
S000B005782,B005782
S003B006894,B006894
S000B048401,B048401
S006B039672,B039672
S006B004818,B004818
S005B027737,B027737
S008B044701,B044701
S001B014273,B014273
S003B018523,B018523
S000B033147,B033147
S000B034692,B034692
S005B004457,B004457
S006B015542,B015542
S006B006197,B006197
S004B024283,B024283
S007B012953,B012953
S008B029476,B029476
S005B007158,B007158
S007B013880,B013880
S001B035502,B035502
S001B004306,B004306
S005B009869,B009869
S000B003999,B003999
S000B029666,B029666
S004B015377,B015377
S005B010138,B010138
S007B020126,B020126
S001B028863,B028863
S003B038143,B038143
S004B032203,B032203
S002B041353,B041353
S000B031022,B031022
S007B008480,B008480
S000B010621,B010621
S003B028873,B028873
S001B000321,B000321
S004B002221,B002221
S006B003796,B003796
S006B038650,B038650
S002B032674,B032674
S006B005341,B005341
S002B050242,B050242
S009B033475,B033475
S001B034692,B034692
S006B040585,B040585
S000B027002,B027002
S009B035148,B035148
S008B034501,B034501
S002B026429,B026429
S006B043587,B043587
S003B001619,B001619
S007B010583,B010583
S001B027317,B027317
S008B019397,B019397
S009B038707,B038707
S007B042027,B042027
S002B023869,B023869
S000B039672,B039672
S001B003643,B003643
S004B021823,B021823
S006B008973,B008973
S002B009987,B009987
S005B035216,B035216
S005B029121,B029121
S004B021427,B021427
S001B005181,B005181
S001B050336,B050336
S003B042201,B042201
S004B040251,B040251
S002B023074,B023074
S008B045699,B045699
S006B027777,B027777
S006B039328,B039328
S008B029238,B029238
S005B008159,B008159
S001B007306,B007306
S003B047633,B047633
S005B019021,B019021
S009B049165,B049165
S007B003172,B003172
S001B027576,B027576
S001B003119,B003119
S008B046346,B046346
S007B030657,B030657
S000B036552,B036552
S006B023346,B023346
S000B020321,B020321
S005B009288,B009288
S004B026068,B026068
S007B011920,B011920
S002B041351,B041351
S001B007510,B007510
S007B028874,B028874
S001B043822,B043822
S000B001566,B001566
S003B014657,B014657
S003B006416,B006416
S003B006269,B006269
S008B039519,B039519
S002B045593,B045593
S004B043526,B043526
S008B014028,B014028
S009B005658,B005658
S001B019415,B019415
S002B039382,B039382
S007B006695,B006695
S007B011738,B011738
S005B028671,B028671
S006B003903,B003903
S008B045197,B045197
S001B034435,B034435
S007B028650,B028650
S002B047264,B047264
S001B001394,B001394
S003B013528,B013528
S004B047639,B047639
S000B041212,B041212
S009B006225,B006225
S005B011901,B011901
S008B009647,B009647
S003B020489,B020489
S004B034876,B034876
S009B045552,B045552
S009B008361,B008361
S000B019635,B019635
S000B028403,B028403
S006B006011,B006011
S005B006485,B006485
S006B039449,B039449
S008B049071,B049071
S001B026584,B026584
S008B006197,B006197
S006B019610,B019610
S003B045354,B045354
S006B030523,B030523
S002B030028,B030028
S009B010927,B010927
S006B047913,B047913
S008B044424,B044424
S009B000433,B000433
S003B029681,B029681
S005B023380,B023380
S000B032514,B032514
S001B031297,B031297
S009B037333,B037333
S009B011008,B011008
S007B036358,B036358
S001B018691,B018691
S003B010119,B010119
S000B006899,B006899
S003B021750,B021750
S000B048634,B048634
S006B038498,B038498
S001B013529,B013529
S004B022588,B022588
S007B024451,B024451
S009B033274,B033274
S002B008052,B008052
S007B018196,B018196
S003B045501,B045501
S003B037481,B037481
S001B000369,B000369
S005B031744,B031744
S004B029186,B029186
S009B034744,B034744
S002B033178,B033178
S004B034524,B034524
S009B009405,B009405
S007B013256,B013256
S009B015284,B015284
S006B013591,B013591
S008B017998,B017998
S004B044396,B044396
S001B026967,B026967
S007B044313,B044313
S003B032755,B032755
S007B025082,B025082
S006B040266,B040266
S002B034565,B034565
S007B048978,B048978
S009B001586,B001586
S008B043711,B043711
S009B012347,B012347
S009B047665,B047665
S000B046492,B046492
S008B022174,B022174
S005B016288,B016288
S002B013063,B013063
S002B038603,B038603
S001B015532,B015532
S004B035522,B035522
S008B037321,B037321
S001B009376,B009376
S000B033448,B033448
S001B044525,B044525
S005B033048,B033048
S008B037767,B037767
S006B016600,B016600
S004B039687,B039687
S008B048387,B048387
S001B040289,B040289
S009B026539,B026539
S009B037771,B037771
S005B039917,B039917
S007B034152,B034152
S008B014135,B014135
S001B000804,B000804
S003B024257,B024257
S006B007665,B007665
S009B034270,B034270
S000B011351,B011351
S006B009620,B009620
S003B003172,B003172
S005B007503,B007503
S009B032838,B032838
S000B041507,B041507
S004B014017,B014017
S001B044383,B044383
S009B046501,B046501
S001B033571,B033571
S006B038759,B038759
S000B039449,B039449
S009B024172,B024172
S005B000566,B000566
S006B035664,B035664
S005B003499,B003499
S001B046752,B046752
S009B022785,B022785
S006B040818,B040818
S009B018266,B018266
S002B003605,B003605
S001B019413,B019413
S008B010138,B010138
S005B006834,B006834
S007B040588,B040588
S005B021002,B021002
S003B043697,B043697
S002B027717,B027717
S008B021000,B021000
S004B031089,B031089
S006B034524,B034524
S008B029388,B029388
S003B050202,B050202
S002B010872,B010872
S002B009984,B009984
S007B035656,B035656
S008B003903,B003903
S001B012356,B012356
S005B026429,B026429
S009B015488,B015488
S001B011998,B011998
S001B007512,B007512
S001B019953,B019953
S004B036134,B036134
S002B044426,B044426
S004B032884,B032884
S008B017864,B017864
S001B035003,B035003
S008B030657,B030657
S000B037002,B037002
S009B038143,B038143
S003B042487,B042487
S009B029976,B029976
S000B026326,B026326
S009B035731,B035731
S001B018117,B018117
S009B011121,B011121
S005B021642,B021642
S007B008159,B008159
S007B006011,B006011
S005B013614,B013614
S000B044936,B044936
S003B048658,B048658
S001B012403,B012403
S001B019571,B019571
S008B049645,B049645
S007B044383,B044383
S005B026679,B026679
S004B018301,B018301
S009B013209,B013209
S002B049989,B049989
S008B012925,B012925
S000B039376,B039376
S009B012180,B012180
S001B035472,B035472
S009B021609,B021609
S002B017259,B017259
S005B022497,B022497
S002B041210,B041210
S000B038016,B038016
S004B036574,B036574
S007B041421,B041421
S008B015488,B015488
S006B017473,B017473
S002B035923,B035923
S006B031076,B031076
S002B008902,B008902
S007B009869,B009869
S006B019289,B019289
S005B049919,B049919
S009B006416,B006416
S001B006358,B006358
S006B040955,B040955
S000B025097,B025097
S009B014789,B014789
S000B028330,B028330
S005B035557,B035557
S009B013528,B013528
S008B046540,B046540
S003B035296,B035296
S007B009199,B009199
S003B026387,B026387
S008B019175,B019175
S002B026123,B026123
S008B036158,B036158
S008B000808,B000808
S007B008243,B008243
S004B019635,B019635
S001B033880,B033880
S009B026928,B026928
S005B005524,B005524
S002B024455,B024455
S004B002214,B002214
S005B048634,B048634
S007B020052,B020052
S008B002439,B002439
S009B038523,B038523
S008B031247,B031247
S003B007612,B007612
S007B041124,B041124
S002B047003,B047003
S002B009751,B009751
S008B039029,B039029
S001B025844,B025844
S008B026311,B026311
S008B019879,B019879
S002B036380,B036380
S009B028400,B028400
S005B003581,B003581
S006B006769,B006769
S000B008068,B008068
S002B023102,B023102
S005B014745,B014745
S006B015209,B015209
S007B018954,B018954
S008B044918,B044918
S000B005118,B005118
S003B001031,B001031
S003B049544,B049544
S005B048124,B048124
S001B021174,B021174
S006B046828,B046828
S001B032010,B032010
S004B012925,B012925
S004B026506,B026506
S004B001892,B001892
S000B046638,B046638
S003B033072,B033072
S001B012669,B012669
S007B048603,B048603
S007B049834,B049834
S003B049989,B049989
S004B034322,B034322
S000B021687,B021687
S000B002167,B002167
S003B035664,B035664
S003B049275,B049275
S007B021283,B021283
S005B035316,B035316
S008B004889,B004889
S004B016684,B016684
S000B049744,B049744
S001B046553,B046553
S008B019824,B019824
S004B048106,B048106
S004B012546,B012546
S000B033391,B033391
S001B044101,B044101
S008B050254,B050254
S005B005262,B005262
S000B018344,B018344
S009B005524,B005524
S001B031067,B031067
S008B008203,B008203
S006B006491,B006491
S001B027622,B027622
S003B010143,B010143
S005B017762,B017762
S002B021824,B021824
S001B020272,B020272
S001B003356,B003356
S007B032892,B032892
S000B046346,B046346
S000B006674,B006674
S006B002324,B002324
S008B035425,B035425
S005B017744,B017744
S003B014623,B014623
S009B030063,B030063
S000B033274,B033274
S009B030209,B030209
S001B046055,B046055
S000B024453,B024453
S004B015418,B015418
S003B035000,B035000
S002B005484,B005484
S003B042293,B042293
S002B027172,B027172
S005B001075,B001075
S004B039623,B039623
S006B013376,B013376
S007B006597,B006597
S000B035574,B035574
S001B013701,B013701
S006B029441,B029441
S003B023259,B023259
S005B041124,B041124
S001B046906,B046906
S005B007045,B007045
S001B037156,B037156
S004B015253,B015253
S007B036552,B036552
S009B002386,B002386
S005B049859,B049859
S000B007849,B007849
S007B016600,B016600
S007B032802,B032802
S000B000369,B000369
S006B007428,B007428
S004B012937,B012937
S005B030638,B030638
S000B009197,B009197
S001B037505,B037505
S001B030110,B030110
S007B013209,B013209
S009B019042,B019042
S001B021609,B021609
S001B032216,B032216
S004B042283,B042283
S002B048603,B048603
S000B021914,B021914
S008B003551,B003551
S005B022375,B022375
S006B027037,B027037
S001B038050,B038050
S004B012942,B012942
S003B048995,B048995
S004B016709,B016709
S001B015418,B015418
S004B004166,B004166
S000B047288,B047288
S001B039752,B039752
S009B011487,B011487
S007B042640,B042640
S002B009405,B009405
S005B050270,B050270
S005B033880,B033880
S008B022066,B022066
S002B015510,B015510
S005B049645,B049645
S001B044436,B044436
S002B007182,B007182
S007B037524,B037524
S002B022787,B022787
S007B037771,B037771
S007B010740,B010740
S007B028504,B028504
S000B025982,B025982
S006B035784,B035784
S003B011600,B011600
S004B010179,B010179
S008B030887,B030887
S009B027557,B027557
S004B015488,B015488
S005B046906,B046906
S003B047358,B047358
S008B039427,B039427
S001B017574,B017574
S008B033000,B033000
S008B038378,B038378
S007B046941,B046941
S007B030540,B030540
S006B035306,B035306
S003B015617,B015617
S006B006525,B006525
S005B031767,B031767
S006B036974,B036974
S002B019635,B019635
S002B022872,B022872
S001B008159,B008159
S008B014406,B014406
S004B001187,B001187
S005B007306,B007306
S001B000003,B000003
S008B007244,B007244
S003B033004,B033004
S002B042737,B042737
S008B023553,B023553
S002B031583,B031583
S001B005538,B005538
S006B015855,B015855
S006B034565,B034565
S003B001462,B001462
S001B001462,B001462
S003B027645,B027645
S000B021283,B021283
S007B021834,B021834
S007B011787,B011787
S000B006011,B006011
S002B016953,B016953
S004B011516,B011516
S001B043634,B043634
S008B043587,B043587
S001B049022,B049022
S006B018161,B018161
S001B006899,B006899
S006B019075,B019075
S005B011433,B011433
S001B023722,B023722
S004B038133,B038133
S009B016879,B016879
S005B017439,B017439
S006B044922,B044922
S001B024172,B024172
S008B030742,B030742
S007B016288,B016288
S001B013915,B013915
S004B034270,B034270
S003B042283,B042283
S006B040777,B040777
S009B028511,B028511
S004B039446,B039446
S003B004307,B004307
S003B002585,B002585
S001B011433,B011433
S007B039159,B039159
S009B047092,B047092
S002B045176,B045176
S007B009574,B009574
S005B008316,B008316
S002B012466,B012466
S005B020829,B020829
S007B002373,B002373
S006B034088,B034088
S006B010143,B010143
S002B038016,B038016
S003B043339,B043339
S003B038189,B038189
S000B040672,B040672
S001B050353,B050353
S003B003367,B003367
S001B040975,B040975
S009B012717,B012717
S005B010927,B010927
S000B027732,B027732
S009B022560,B022560
S002B003756,B003756
S003B036580,B036580
S002B004787,B004787
S001B003278,B003278
S000B026009,B026009
S006B049323,B049323
S005B001862,B001862
S006B039944,B039944
S000B001524,B001524
S000B013504,B013504
S003B029261,B029261
S006B028634,B028634
S003B042975,B042975
S003B045532,B045532
S009B046733,B046733
S001B042214,B042214
S006B032018,B032018
S009B038885,B038885
S003B009162,B009162
S004B014494,B014494
S006B001111,B001111
S009B012427,B012427
S008B049834,B049834
S005B038685,B038685
S004B012994,B012994
S005B023851,B023851
S000B035613,B035613
S009B014393,B014393
S009B017480,B017480
S001B043302,B043302
S006B017660,B017660
S009B006165,B006165
S009B037470,B037470
S001B042859,B042859
S001B005341,B005341
S005B007580,B007580
S001B003321,B003321
S000B025711,B025711
S004B045147,B045147
S002B027002,B027002
S002B014009,B014009
S001B040062,B040062
S001B013132,B013132
S006B004927,B004927
S002B034313,B034313
S006B005912,B005912
S001B050050,B050050
S006B000001,B000001
S009B047436,B047436
S007B044948,B044948
S008B044525,B044525
S007B027650,B027650
S006B037603,B037603
S004B005774,B005774
S005B041249,B041249
S001B020841,B020841
S006B001926,B001926
S002B012717,B012717
S008B008968,B008968
S000B006906,B006906
S005B023179,B023179
S000B048935,B048935
S009B017620,B017620
S005B050126,B050126
S001B020064,B020064
S000B017473,B017473
S004B040368,B040368
S005B028254,B028254
S009B050146,B050146
S003B022560,B022560
S004B003815,B003815
S000B007244,B007244
S008B018161,B018161
S003B013132,B013132
S005B034111,B034111
S005B044883,B044883
S003B016152,B016152
S008B003051,B003051
S004B011953,B011953
S001B025375,B025375
S005B031125,B031125
S002B050020,B050020
S008B010752,B010752
S006B019425,B019425
S006B032755,B032755
S001B013052,B013052
S004B004879,B004879
S004B006695,B006695
S007B037952,B037952
S008B006684,B006684
S008B022600,B022600
S001B046828,B046828
S004B033356,B033356
S002B045374,B045374
S009B011849,B011849
S007B006684,B006684
S001B018633,B018633
S003B003654,B003654
S009B020838,B020838
S008B035386,B035386
S009B013861,B013861
S002B008909,B008909
S007B018738,B018738
S004B035922,B035922
S003B038962,B038962
S005B020365,B020365
S007B049226,B049226
S004B029679,B029679
S006B046789,B046789
S000B032938,B032938
S005B015050,B015050
S001B040058,B040058
S009B042909,B042909
S001B028971,B028971
S006B009234,B009234
S001B013504,B013504
S008B018196,B018196
S006B026967,B026967
S001B046427,B046427
S004B017711,B017711
S003B038338,B038338
S000B039476,B039476
S002B039672,B039672
S008B033710,B033710
S009B041346,B041346
S003B037278,B037278
S008B035099,B035099
S003B028144,B028144
S009B000918,B000918
S003B007475,B007475
S001B025732,B025732
S000B019831,B019831
S008B042574,B042574
S007B024181,B024181
S009B046055,B046055
S002B026583,B026583
S007B029138,B029138
S007B010686,B010686
S006B041249,B041249
S009B033391,B033391
S007B008681,B008681
S007B007613,B007613
S006B034445,B034445
S001B048588,B048588
S007B037772,B037772
S008B010119,B010119
S002B042653,B042653
S005B006714,B006714
S002B019871,B019871
S002B031297,B031297
S006B017259,B017259
S002B021174,B021174
S003B018161,B018161
S009B038571,B038571
S007B030049,B030049
S001B041285,B041285
S005B037481,B037481
S006B006515,B006515
S009B005030,B005030
S002B040039,B040039
S006B042859,B042859
S003B028716,B028716
S006B007109,B007109
S007B003054,B003054
S008B022945,B022945
S000B036313,B036313
S005B041117,B041117
S001B040026,B040026
S004B002983,B002983
S007B050254,B050254
S006B034249,B034249
S007B042441,B042441
S004B024245,B024245
S004B034119,B034119
S008B015569,B015569
S003B030028,B030028
S006B018168,B018168
S006B022621,B022621
S001B007241,B007241
S004B033295,B033295
S008B005192,B005192
S008B022688,B022688
S007B039013,B039013
S008B000001,B000001
S003B029461,B029461
S003B003302,B003302
S003B005181,B005181
S009B013114,B013114
S006B002337,B002337
S000B020834,B020834
S009B050295,B050295
S002B011342,B011342
S009B049984,B049984
S001B040955,B040955
S002B037244,B037244
S002B017023,B017023
S009B023920,B023920
S004B002817,B002817
S008B025742,B025742
S008B028508,B028508
S000B021536,B021536
S000B021298,B021298
S005B039538,B039538
S001B038571,B038571
S007B015395,B015395
S005B007182,B007182
S003B036461,B036461
S004B011600,B011600
S004B035986,B035986
S009B020134,B020134
S002B029276,B029276
S007B005499,B005499
S009B047477,B047477
S005B049898,B049898
S004B043792,B043792
S002B039427,B039427
S006B033147,B033147
S009B024153,B024153
S007B016831,B016831
S001B031566,B031566
S007B042893,B042893
S008B029186,B029186
S005B021782,B021782
S008B022497,B022497
S003B038050,B038050
S000B002373,B002373
S004B003481,B003481
S008B009204,B009204
S003B009003,B009003
S008B025026,B025026
S002B027240,B027240
S008B016288,B016288
S001B043601,B043601
S002B042811,B042811
S003B027435,B027435
S007B010768,B010768
S003B027812,B027812
S003B032646,B032646
S004B012669,B012669
S006B007884,B007884
S004B030370,B030370
S009B004307,B004307
S004B029200,B029200
S002B040543,B040543
S008B018822,B018822
S007B044300,B044300
S003B042845,B042845
S009B000498,B000498
S001B038378,B038378
S000B006958,B006958
S008B046129,B046129
S001B018556,B018556
S002B014198,B014198
S002B018385,B018385
S000B006197,B006197
S002B022707,B022707
S009B041117,B041117
S009B009566,B009566
S007B012252,B012252
S009B024457,B024457
S009B048415,B048415
S006B010177,B010177
S004B039096,B039096
S009B034051,B034051
S002B003278,B003278
S006B018906,B018906
S009B039687,B039687
S008B018842,B018842
S004B040600,B040600
S005B033012,B033012
S006B035205,B035205
S001B028330,B028330
S009B023851,B023851
S006B003643,B003643
S007B029187,B029187
S002B038951,B038951
S002B012540,B012540
S008B013531,B013531
S003B029626,B029626
S008B026123,B026123
S006B016503,B016503
S006B034520,B034520
S004B047006,B047006
S000B040214,B040214
S005B007330,B007330
S001B008331,B008331
S000B031108,B031108
S003B035784,B035784
S008B019316,B019316
S006B048090,B048090
S003B041998,B041998
S001B001783,B001783
S002B037772,B037772
S008B031744,B031744
S009B046280,B046280
S005B024359,B024359
S004B001071,B001071
S003B036313,B036313
S002B022560,B022560
S006B003331,B003331
S007B017963,B017963
S007B003331,B003331
S007B014494,B014494
S005B040594,B040594
S004B048401,B048401
S002B038342,B038342
S007B037002,B037002
S001B006712,B006712
S005B039622,B039622
S005B009005,B009005
S005B033696,B033696
S001B021576,B021576
S000B007428,B007428
S005B026302,B026302
S003B018277,B018277
S009B001969,B001969
S001B035656,B035656
S009B007295,B007295
S001B006597,B006597
S006B046427,B046427
S006B002039,B002039
S002B042681,B042681
S007B039781,B039781
S007B015157,B015157
S003B029537,B029537
S005B000326,B000326
S006B044909,B044909
S004B001619,B001619
S005B020272,B020272
S006B001075,B001075
S002B007158,B007158
S009B044827,B044827
S004B025006,B025006
S003B042027,B042027
S008B035169,B035169
S002B019313,B019313
S001B017265,B017265
S009B019397,B019397
S006B035316,B035316
S003B020968,B020968
S004B000164,B000164
S004B022608,B022608
S007B047264,B047264
S007B045666,B045666
S008B006388,B006388
S003B026928,B026928
S007B026068,B026068
S006B024933,B024933
S006B027800,B027800
S003B014211,B014211
S001B048800,B048800
S008B049765,B049765
S001B032158,B032158
S002B039527,B039527
S005B031788,B031788
S005B004306,B004306
S002B034470,B034470
S004B014136,B014136
S001B023869,B023869
S001B008473,B008473
S001B027684,B027684
S001B004139,B004139
S008B010699,B010699
S006B023722,B023722
S004B048501,B048501
S002B024370,B024370
S008B003890,B003890
S005B032010,B032010
S006B049898,B049898
S007B013550,B013550
S006B030393,B030393
S007B048058,B048058
S005B021844,B021844
S002B014390,B014390
S008B023185,B023185
S003B046055,B046055
S007B020611,B020611
S003B041351,B041351
S002B048801,B048801
S006B003481,B003481
S007B022796,B022796
S002B011400,B011400
S000B028971,B028971
S002B015532,B015532
S000B000678,B000678
S000B012925,B012925
S005B034876,B034876
S009B018339,B018339
S000B031606,B031606
S006B046938,B046938
S006B017758,B017758
S000B016340,B016340
S008B026354,B026354
S008B032478,B032478
S007B009197,B009197
S006B016831,B016831
S005B023103,B023103
S003B008346,B008346
S004B047235,B047235
S004B015284,B015284
S008B013671,B013671
S004B024153,B024153
S005B012126,B012126
S009B039677,B039677
S007B019471,B019471
S008B038310,B038310
S009B006701,B006701
S007B038669,B038669
S009B023657,B023657
S001B023630,B023630
S003B047003,B047003
S006B033847,B033847
S002B040014,B040014
S004B027542,B027542
S003B044918,B044918
S007B034500,B034500
S005B008070,B008070
S009B001171,B001171
S002B014494,B014494
S001B041768,B041768
S002B004241,B004241
S002B040482,B040482
S008B041522,B041522
S004B033274,B033274
S009B021174,B021174
S006B031421,B031421
S002B010468,B010468
S001B034876,B034876
S007B043655,B043655
S002B032519,B032519
S003B023701,B023701
S002B038143,B038143
S001B018301,B018301
S007B015660,B015660
S003B028671,B028671
S005B032755,B032755
S000B002398,B002398
S002B044236,B044236
S004B019871,B019871
S006B035852,B035852
S005B010079,B010079
S005B043714,B043714
S001B007948,B007948
S002B015372,B015372
S006B044072,B044072
S009B033000,B033000
S005B026081,B026081
S005B039079,B039079
S004B034052,B034052
S001B015103,B015103
S008B023965,B023965
S009B020321,B020321
S004B001783,B001783
S005B043547,B043547
S002B032938,B032938
S003B001213,B001213
S007B029539,B029539
S001B040716,B040716
S006B005226,B005226
S005B042893,B042893
S006B003605,B003605
S006B024345,B024345
S008B035675,B035675
S003B027684,B027684
S007B016840,B016840
S005B037337,B037337
S008B033787,B033787
S005B009405,B009405
S000B028210,B028210
S009B022787,B022787
S008B039141,B039141
S001B021188,B021188
S001B017505,B017505
S003B008661,B008661
S008B011136,B011136
S008B027846,B027846
S004B030517,B030517
S005B048330,B048330
S002B011962,B011962
S007B048588,B048588
S003B020576,B020576
S007B037809,B037809
S008B027958,B027958
S002B018301,B018301
S000B000444,B000444
S007B046124,B046124
S003B048914,B048914
S006B005717,B005717
S007B035921,B035921
S001B022132,B022132
S005B045524,B045524
S004B012751,B012751
S002B018822,B018822
S008B017265,B017265
S009B047053,B047053
S005B043229,B043229
S006B019283,B019283
S008B033072,B033072
S009B045147,B045147
S002B036754,B036754
S004B028254,B028254
S009B011815,B011815
S008B040416,B040416
S009B032938,B032938
S005B013376,B013376
S000B017023,B017023
S002B014615,B014615
S006B004377,B004377
S006B006958,B006958
S009B011901,B011901
S006B049517,B049517
S004B020064,B020064
S004B040315,B040315
S009B014485,B014485
S004B010872,B010872
S007B017661,B017661
S000B023761,B023761
S008B017711,B017711
S004B033448,B033448
S009B044819,B044819
S005B043275,B043275
S001B033298,B033298
S009B028888,B028888
S003B040132,B040132
S006B005429,B005429
S000B000001,B000001
S001B010026,B010026
S007B024504,B024504
S003B017761,B017761
S008B048059,B048059
S009B026311,B026311
S001B024245,B024245
S008B039672,B039672
S005B014627,B014627
S000B038050,B038050
S008B037469,B037469
S001B015646,B015646
S002B008797,B008797
S009B049609,B049609
S006B042605,B042605
S003B040588,B040588
S001B028462,B028462
S000B026312,B026312
